33BI20211108,SKQ202115s,M8,M8,,18,13,13,2,1813,2021-11-14T10:09,2021,11,14,10:09:11,62.20166,-174.67945,21.125,1.7241,2,32.4667,2,309.09,2,2081.25,2,2201.84,2,21.05,2,1.37,2,7.31,2,0.06,2,1.34,2
33BI20211108,SKQ202115s,M8,M8,,18,16,16,2,1816,2021-11-14T10:11,2021,11,14,10:11:45,62.20178,-174.67922,10.127,1.4392,2,32.4206,2,315.45,2,2085.85,2,2202.91,2,27.19,2,1.47,2,10.62,2,0.09,2,1.53,2
33BI20211108,SKQ202115s,M8,M8,,18,19,19,2,1819,2021-11-14T10:14,2021,11,14,10:14:33,62.20189,-174.67901,2.831,1.4398,2,32.4192,2,315.58,2,2092.12,2,2196.64,2,19.79,2,1.34,2,7.31,2,0.06,2,1.32,2
33BI20211108,SKQ202115s,DBO1-1,DBO1,1,19,1,1,2,11901,2021-11-14T12:13,2021,11,14,12:13:59,62.01248,-175.05975,73.573,2.0304,2,32.6982,2,291.18,2,2105.63,2,2214.04,2,37.12,2,1.79,2,18.61,2,0.09,2,0.15,2
33BI20211108,SKQ202115s,DBO1-1,DBO1,1,19,4,4,2,11904,2021-11-14T12:17,2021,11,14,12:17:31,62.0127,-175.05946,51.527,2.0016,2,32.6844,2,294.09,2,2105.22,2,2211.12,2,35.66,2,1.74,2,18.22,2,0.1,2,0.13,2
33BI20211108,SKQ202115s,DBO1-1,DBO1,1,19,7,7,2,11907,2021-11-14T12:19,2021,11,14,12:19:48,62.01292,-175.05922,41.085,1.9699,2,32.6783,2,296.88,2,2110.01,2,2209.87,2,34.98,2,1.73,2,17.83,2,0.1,2,0.13,2
33BI20211108,SKQ202115s,DBO1-1,DBO1,1,19,10,10,2,11910,2021-11-14T12:23,2021,11,14,12:23:09,62.0132,-175.05886,30.682,2.0583,2,32.6625,2,296.59,2,2108.9,2,2211.14,2,33.81,2,1.67,2,17.05,2,0.09,2,0.15,2
33BI20211108,SKQ202115s,DBO1-1,DBO1,1,19,13,13,2,11913,2021-11-14T12:25,2021,11,14,12:25:50,62.01346,-175.05856,20.381,2.0696,2,32.6621,2,295.58,2,2114.08,2,2213.74,2,29.53,2,1.6,2,13.94,2,0.07,2,0.15,2
33BI20211108,SKQ202115s,DBO1-1,DBO1,1,19,16,16,2,11916,2021-11-14T12:28,2021,11,14,12:28:12,62.01364,-175.0583,10.695,2.0344,2,32.6553,2,301.06,2,2100.41,2,2211.22,2,32.35,2,1.63,2,16.47,2,0.08,2,0.14,2
33BI20211108,SKQ202115s,DBO1-1,DBO1,1,19,19,19,2,11919,2021-11-14T12:31,2021,11,14,12:31:07,62.01384,-175.0581,2.691,2.0345,2,32.6556,2,300.31,2,2105.15,2,2210.31,2,32.06,2,1.6,2,15.01,2,0.08,2,0.17,2
33BI20211108,SKQ202115s,DBO1-2,DBO1,2,20,1,1,2,22001,2021-11-14T14:12,2021,11,14,14:12:26,62.04978,-175.20808,75.859,1.9396,2,32.7245,2,290.82,2,2124.82,2,2212.47,2,38.38,2,1.86,2,19.97,2,0.05,2,0.11,2
33BI20211108,SKQ202115s,DBO1-2,DBO1,2,20,4,4,2,22004,2021-11-14T14:14,2021,11,14,14:14:55,62.05006,-175.20777,50.334,1.9768,2,32.7186,2,288.83,2,2110.88,2,2211.64,2,39.17,2,1.86,2,19.97,2,0.05,2,0.1,2
33BI20211108,SKQ202115s,DBO1-2,DBO1,2,20,7,7,2,22007,2021-11-14T14:17,2021,11,14,14:17:00,62.05044,-175.20738,40.458,1.9819,2,32.7147,2,289.11,2,2123.93,2,2213.18,2,38.97,2,1.85,2,19.88,2,0.05,2,0.08,2
33BI20211108,SKQ202115s,DBO1-2,DBO1,2,20,10,10,2,22010,2021-11-14T14:19,2021,11,14,14:19:00,62.05065,-175.20718,30.375,1.9809,2,32.7119,2,291.03,2,2104.17,2,2208.27,2,37.81,2,1.85,2,19.68,2,0.04,2,0.1,2
33BI20211108,SKQ202115s,DBO1-2,DBO1,2,20,13,13,2,22013,2021-11-14T14:20,2021,11,14,14:20:58,62.05092,-175.20682,20.592,1.9738,2,32.709,2,292.86,2,2109.1,2,2206.68,2,37.32,2,1.83,2,19.59,2,0.04,2,0.1,2
33BI20211108,SKQ202115s,DBO1-2,DBO1,2,20,16,16,2,22016,2021-11-14T14:23,2021,11,14,14:23:00,62.05122,-175.20654,9.757,1.9974,2,32.7088,2,292.57,2,2116.48,2,2210.97,2,36.93,2,1.84,2,19.59,2,0.04,2,0.1,2
33BI20211108,SKQ202115s,DBO1-2,DBO1,2,20,19,19,2,22019,2021-11-14T14:25,2021,11,14,14:25:09,62.05156,-175.2061,3.607,1.9835,2,32.7091,2,293.13,2,2105.8,2,2207.46,2,37.62,2,1.82,2,19.2,2,0.03,2,0.1,2
33BI20211108,SKQ202115s,DBO1-3,DBO1,3,21,1,1,2,32101,2021-11-14T17:06,2021,11,14,17:06:14,62.2206,-174.87712,69.929,1.9712,2,32.6533,2,288.19,2,2113.05,2,2219.42,2,35.85,2,1.73,2,17.05,2,0.1,2,0.41,2
33BI20211108,SKQ202115s,DBO1-3,DBO1,3,21,4,4,2,32104,2021-11-14T17:08,2021,11,14,17:08:49,62.22074,-174.87684,50.776,1.8151,2,32.5843,2,307.37,2,2091.15,2,2203.94,2,28.55,2,1.52,2,12.57,2,0.08,2,0.5,2
33BI20211108,SKQ202115s,DBO1-3,DBO1,3,21,7,7,2,32107,2021-11-14T17:11,2021,11,14,17:11:08,62.22076,-174.87688,40.214,1.7859,2,32.5671,2,309.67,2,2092.74,2,2201.64,2,29.33,2,1.52,2,13.84,2,0.09,2,0.64,2
33BI20211108,SKQ202115s,DBO1-3,DBO1,3,21,10,10,2,32110,2021-11-14T17:13,2021,11,14,17:13:14,62.22082,-174.87678,29.814,1.7657,2,32.5592,2,311.11,2,2087.4,2,2204.29,2,24.17,2,1.39,2,10.04,2,0.06,2,0.52,2
33BI20211108,SKQ202115s,DBO1-3,DBO1,3,21,13,13,2,32113,2021-11-14T17:15,2021,11,14,17:15:20,62.22067,-174.87702,20.281,1.7528,2,32.5541,2,311.62,2,2088.98,2,2206.16,2,29.04,2,1.48,2,13.35,2,0.09,2,0.72,2
33BI20211108,SKQ202115s,DBO1-3,DBO1,3,21,16,16,2,32116,2021-11-14T17:17,2021,11,14,17:17:23,62.22062,-174.87708,10.412,1.7129,2,32.5385,2,311.7,2,2088.09,2,2206.08,2,26.51,2,1.47,2,11.31,2,0.08,2,0.65,2
33BI20211108,SKQ202115s,DBO1-3,DBO1,3,21,19,19,2,32119,2021-11-14T17:19,2021,11,14,17:19:35,62.22068,-174.87698,3.242,1.7097,2,32.537,2,311.68,2,2089.42,2,2202.33,2,25.44,2,1.39,2,11.01,2,0.08,2,0.67,2
33BI20211108,SKQ202115s,DBO1-4,DBO1,4,22,1,1,2,42201,2021-11-14T19:05,2021,11,14,19:05:50,62.39063,-174.57142,65.499,1.3725,2,32.6707,2,221.99,2,2177.79,2,2218.53,2,60.11,2,2.52,2,25.33,2,0.07,2,0.56,2
33BI20211108,SKQ202115s,DBO1-4,DBO1,4,22,4,4,2,42204,2021-11-14T19:08,2021,11,14,19:08:15,62.39053,-174.57152,50.564,1.2611,2,32.5472,2,251.96,2,2138.01,2,2103.52,3,44.14,2,2.09,2,18.03,2,0.08,2,1.6,2
33BI20211108,SKQ202115s,DBO1-4,DBO1,4,22,7,7,2,42207,2021-11-14T19:10,2021,11,14,19:10:39,62.39048,-174.57152,40.191,0.8709,2,32.2881,2,318.15,2,2096.41,2,2189.94,2,30.41,2,1.69,2,11.21,2,0.09,2,3.22,2
33BI20211108,SKQ202115s,DBO1-4,DBO1,4,22,10,10,2,42210,2021-11-14T19:12,2021,11,14,19:12:55,62.39056,-174.57148,30.868,0.8363,2,32.2788,2,319.45,2,2088.99,2,2190.03,2,28.75,2,1.68,2,10.82,2,0.08,2,3.28,2
33BI20211108,SKQ202115s,DBO1-4,DBO1,4,22,13,13,2,42213,2021-11-14T19:14,2021,11,14,19:14:53,62.39062,-174.57142,20.087,0.8237,2,32.2758,2,320.78,2,2102.49,2,2188,2,28.95,2,1.69,2,10.33,2,0.08,2,3.25,2
33BI20211108,SKQ202115s,DBO1-4,DBO1,4,22,16,16,2,42216,2021-11-14T19:16,2021,11,14,19:16:47,62.39048,-174.57154,10,0.8147,2,32.274,2,320.69,2,2096.22,2,2190.65,2,29.63,2,1.69,2,11.01,2,0.09,2,3.37,2
33BI20211108,SKQ202115s,DBO1-4,DBO1,4,22,19,19,2,42219,2021-11-14T19:18,2021,11,14,19:18:29,62.3904,-174.57158,3.424,0.812,2,32.2734,2,322.22,2,2094.46,2,2188.42,2,29.63,2,1.69,2,11.01,2,0.09,2,3.38,2
33BI20211108,SKQ202115s,DBO1-5,DBO1,5,23,1,1,2,52301,2021-11-14T22:21,2021,11,14,22:21:28,62.4685,-174.08446,62.851,0.8257,2,32.5892,2,217.18,2,2182.59,2,2215.59,2,56.6,2,2.58,2,20.85,2,0.14,2,4.01,2
33BI20211108,SKQ202115s,DBO1-5,DBO1,5,23,4,4,2,52304,2021-11-14T22:23,2021,11,14,22:23:44,62.46847,-174.08452,50.8,0.8304,2,32.5738,2,223.36,2,2182.2,2,2207.81,2,53,2,2.46,2,19.58,2,0.14,2,3.97,2
33BI20211108,SKQ202115s,DBO1-5,DBO1,5,23,7,7,2,52307,2021-11-14T22:25,2021,11,14,22:25:59,62.46868,-174.0843,40.47,0.8961,2,32.1621,2,317.88,2,2097.85,2,2179.53,2,25.83,2,1.59,2,8.58,2,0.15,2,3.7,2
33BI20211108,SKQ202115s,DBO1-5,DBO1,5,23,10,10,2,52310,2021-11-14T22:28,2021,11,14,22:28:24,62.46894,-174.08406,29.841,0.912,2,31.9945,2,321.8,2,2074.06,2,2177.09,2,24.86,2,1.56,2,8.09,2,0.16,2,3.69,2
33BI20211108,SKQ202115s,DBO1-5,DBO1,5,23,13,13,2,52313,2021-11-14T22:29,2021,11,14,22:29:44,62.46898,-174.08404,19.857,0.9146,2,32.0038,2,321.73,2,2082.82,2,2178.98,2,25.15,2,1.56,2,7.99,2,0.16,2,3.69,2
33BI20211108,SKQ202115s,DBO1-5,DBO1,5,23,16,16,2,52316,2021-11-14T22:31,2021,11,14,22:31:59,62.469,-174.08402,10.134,0.9119,2,31.8955,2,322.38,2,2080.12,2,2175,2,25.06,2,1.56,2,8,2,0.16,2,3.68,2
33BI20211108,SKQ202115s,DBO1-5,DBO1,5,23,19,19,2,52319,2021-11-14T22:34,2021,11,14,22:34:01,62.46898,-174.084,3.628,0.8927,2,31.9107,2,323.12,2,2071.58,2,2176.15,2,24.57,2,1.55,2,8,2,0.16,2,3.68,2
33BI20211108,SKQ202115s,DBO1-6,DBO1,6,24,1,1,2,62401,2021-11-15T00:41,2021,11,15,0:41:04,62.5608,-173.54959,60.941,0.2323,2,32.3857,2,226.33,2,2180.38,2,2212.77,2,53.49,2,2.54,2,15.01,2,0.19,2,6.32,2
33BI20211108,SKQ202115s,DBO1-6,DBO1,6,24,4,4,2,62404,2021-11-15T00:42,2021,11,15,0:42:58,62.56098,-173.5493,51.153,0.2334,2,32.3745,2,227.67,2,2174.05,2,2206.28,2,50.48,2,2.49,2,14.81,2,0.19,2,6.34,2
33BI20211108,SKQ202115s,DBO1-6,DBO1,6,24,7,7,2,62407,2021-11-15T00:44,2021,11,15,0:44:57,62.56112,-173.54907,40.909,0.7871,2,31.9798,2,320.61,2,2074.39,2,2176.45,2,22.23,2,1.53,2,6.53,2,0.3,2,4.02,2
33BI20211108,SKQ202115s,DBO1-6,DBO1,6,24,10,10,2,62410,2021-11-15T00:47,2021,11,15,0:47:11,62.56115,-173.54904,30.263,0.7787,2,31.9632,2,322.96,2,2071.52,2,2173.45,2,20.18,2,1.46,2,5.85,2,0.3,2,3.82,2
33BI20211108,SKQ202115s,DBO1-6,DBO1,6,24,13,13,2,62413,2021-11-15T00:49,2021,11,15,0:49:13,62.56112,-173.54912,20.246,0.6577,2,31.884,2,328.83,2,2062.91,2,2174.38,2,18.23,2,1.37,2,5.36,2,0.26,2,3.42,2
33BI20211108,SKQ202115s,DBO1-6,DBO1,6,24,16,16,2,62416,2021-11-15T00:51,2021,11,15,0:51:04,62.5613,-173.54888,10.513,0.6445,2,31.8792,2,329.29,2,2071,2,2174.43,2,18.33,2,1.36,2,5.36,2,0.26,2,3.44,2
33BI20211108,SKQ202115s,DBO1-6,DBO1,6,24,19,19,2,62419,2021-11-15T00:52,2021,11,15,0:52:35,62.56132,-173.54882,3.555,0.6497,2,31.881,2,329.08,2,2062.69,2,2175.48,2,17.06,2,1.36,2,4.88,2,0.24,2,3.18,2
33BI20211108,SKQ202115s,DBO1-7,DBO1,7,25,1,1,2,72501,2021-11-15T03:56,2021,11,15,3:56:19,62.78803,-173.50028,64.503,-0.2009,2,32.2868,2,227.68,2,2173.63,2,2199.48,2,48.14,2,2.51,2,14.13,2,0.19,2,6.29,2
33BI20211108,SKQ202115s,DBO1-7,DBO1,7,25,4,4,2,72504,2021-11-15T03:58,2021,11,15,3:58:42,62.78811,-173.50028,50.855,-0.3062,2,32.219,2,237.32,2,2174.22,2,2197.88,2,43.85,2,2.43,2,13.16,2,0.19,2,5.99,2
33BI20211108,SKQ202115s,DBO1-7,DBO1,7,25,7,7,2,72507,2021-11-15T04:00,2021,11,15,4:00:54,62.78828,-173.50022,41.025,-0.2621,2,31.9226,2,288.24,2,2091.7,2,2167.42,2,24.18,2,1.8,2,8.58,2,0.14,2,3.62,2
33BI20211108,SKQ202115s,DBO1-7,DBO1,7,25,10,10,2,72510,2021-11-15T04:02,2021,11,15,4:02:51,62.78838,-173.5002,31.339,0.3437,2,31.7392,2,333.05,2,2054.39,2,2156.07,2,13.75,2,1.3,2,5.17,2,0.2,2,2.59,2
33BI20211108,SKQ202115s,DBO1-7,DBO1,7,25,13,13,2,72513,2021-11-15T04:04,2021,11,15,4:04:53,62.78852,-173.50018,19.974,0.3195,2,31.734,2,333.73,2,2054.88,2,2160.28,2,13.65,2,1.29,2,5.17,2,0.2,2,2.49,2
33BI20211108,SKQ202115s,DBO1-7,DBO1,7,25,16,16,2,72516,2021-11-15T04:06,2021,11,15,4:06:45,62.78853,-173.50018,10.035,0.3173,2,31.7339,2,333.79,2,2053.09,2,2156.86,2,13.75,2,1.27,2,5.27,2,0.2,2,2.49,2
33BI20211108,SKQ202115s,DBO1-7,DBO1,7,25,19,19,2,72519,2021-11-15T04:08,2021,11,15,4:08:14,62.78868,-173.50014,3.019,0.3211,2,31.7334,2,334.52,2,2048.83,2,2155.69,2,13.55,2,1.3,2,5.17,2,0.2,2,2.42,2
33BI20211108,SKQ202115s,DBO1-8,DBO1,8,26,1,1,2,82601,2021-11-15T05:56,2021,11,15,5:56:47,63.03046,-173.4611,64.684,0.0124,2,32.5503,2,217.82,2,2191.47,2,2218.3,2,55.14,2,2.55,2,19.39,2,0.23,2,4.73,2
33BI20211108,SKQ202115s,DBO1-8,DBO1,8,26,4,4,2,82604,2021-11-15T05:59,2021,11,15,5:59:23,63.0303,-173.4611,51.65,-0.1727,2,32.3158,2,247.92,2,2156.57,2,2203.91,2,38.69,2,2.16,2,11.79,2,0.15,2,5.4,2
33BI20211108,SKQ202115s,DBO1-8,DBO1,8,26,7,7,2,82607,2021-11-15T06:01,2021,11,15,6:01:30,63.03028,-173.4611,40.69,0.7561,2,31.9532,2,304.19,2,2062.01,2,2175.15,2,18.52,2,1.4,2,7.02,2,0.1,2,2.52,2
33BI20211108,SKQ202115s,DBO1-8,DBO1,8,26,10,10,2,82610,2021-11-15T06:03,2021,11,15,6:03:42,63.0303,-173.4611,31.045,0.4843,2,31.7001,2,332.26,2,2036.3,2,2164.3,2,11.9,2,1.13,2,4.49,2,0.1,2,1.8,2
33BI20211108,SKQ202115s,DBO1-8,DBO1,8,26,13,13,2,82613,2021-11-15T06:06,2021,11,15,6:06:26,63.03032,-173.46112,20.563,0.469,2,31.6962,2,333.51,2,2039.44,2,2160.2,2,11.8,2,1.11,2,4.49,2,0.1,2,1.8,2
33BI20211108,SKQ202115s,DBO1-8,DBO1,8,26,16,16,2,82616,2021-11-15T06:08,2021,11,15,6:08:36,63.0303,-173.4611,10.548,0.4694,2,31.6959,2,333.96,2,2038.1,2,2162.22,2,11.51,2,1.12,2,4.39,2,0.1,2,1.77,2
33BI20211108,SKQ202115s,DBO1-8,DBO1,8,26,19,19,2,82619,2021-11-15T06:11,2021,11,15,6:11:08,63.03024,-173.46112,5.069,0.488,2,31.6961,2,333,2,2037.2,2,2160.76,2,11.8,2,1.13,2,4.39,2,0.1,2,1.77,2
33BI20211108,SKQ202115s,DBO1-9,DBO1,9,27,1,1,2,92701,2021-11-15T09:39,2021,11,15,9:39:17,63.2797,-173.281,59.9,0.4885,2,32.628,2,234.37,2,2159.49,2,2210.66,2,48.81,2,2.33,2,17.73,2,0.22,2,4.4,2
33BI20211108,SKQ202115s,DBO1-9,DBO1,9,27,4,4,2,92704,2021-11-15T09:41,2021,11,15,9:41:55,63.27962,-173.281,49.024,0.7722,2,32.3512,2,270.57,2,2113.11,2,2192.9,2,27.58,2,1.78,2,10.82,2,0.11,2,3.82,2
33BI20211108,SKQ202115s,DBO1-9,DBO1,9,27,7,7,2,92707,2021-11-15T09:44,2021,11,15,9:44:42,63.27986,-173.28096,39.997,0.9717,2,31.8299,2,322.89,2,2041.51,2,2165.31,2,10.53,2,1.03,2,4,2,0.1,2,1.71,2
33BI20211108,SKQ202115s,DBO1-9,DBO1,9,27,10,10,2,92710,2021-11-15T09:47,2021,11,15,9:47:17,63.27998,-173.28094,28.543,0.5448,2,31.7124,2,330.74,2,2037.48,2,2155.97,2,10.82,2,1.08,2,4.1,2,0.1,2,1.69,2
33BI20211108,SKQ202115s,DBO1-9,DBO1,9,27,13,13,2,92713,2021-11-15T09:50,2021,11,15,9:50:02,63.28014,-173.2809,21.03,0.5261,2,31.7085,2,330.7,2,2036.36,2,2155.92,2,11.02,2,1.03,2,4.1,2,0.1,2,1.73,2
33BI20211108,SKQ202115s,DBO1-9,DBO1,9,27,16,16,2,92716,2021-11-15T09:53,2021,11,15,9:53:03,63.28046,-173.28082,10.848,0.5107,2,31.7044,2,330.52,2,2026.49,2,2154.26,2,8.29,2,0.96,2,3.02,2,0.08,2,1.43,2
33BI20211108,SKQ202115s,DBO1-9,DBO1,9,27,19,19,2,92719,2021-11-15T09:54,2021,11,15,9:54:53,63.28052,-173.2808,5.422,0.5061,2,31.7039,2,331.14,2,2038.18,2,2156.07,2,10.73,2,1.09,2,4,2,0.1,2,1.67,2
33BI20211108,SKQ202115s,DBO1-10,DBO1,10,28,1,1,2,102801,2021-11-15T12:56,2021,11,15,12:56:40,63.60554,-172.59342,45.638,0.7489,2,32.7157,2,237.81,2,2160.01,2,2201.35,2,50.17,2,2.36,2,20.46,2,0.25,2,4.36,2
33BI20211108,SKQ202115s,DBO1-10,DBO1,10,28,4,4,2,102804,2021-11-15T12:58,2021,11,15,12:58:31,63.60596,-172.59365,40.582,0.8641,2,32.6783,2,240.81,2,2149.07,2,2216.31,2,42.87,2,2.2,2,17.54,2,0.21,2,4.01,2
33BI20211108,SKQ202115s,DBO1-10,DBO1,10,28,7,7,2,102807,2021-11-15T13:00,2021,11,15,13:00:26,63.60644,-172.59391,31.115,0.6932,2,32.0294,2,326.43,2,2044.95,2,2177.92,2,11.02,2,1.07,2,4.68,2,0.1,2,1.78,2
33BI20211108,SKQ202115s,DBO1-10,DBO1,10,28,10,10,2,102810,2021-11-15T13:03,2021,11,15,13:03:09,63.6069,-172.59414,19.707,0.6616,2,31.8738,2,329.82,2,2033.05,2,2171.95,2,10.33,2,1.04,2,4.09,2,0.1,2,1.7,2
33BI20211108,SKQ202115s,DBO1-10,DBO1,10,28,13,13,2,102813,2021-11-15T13:05,2021,11,15,13:05:30,63.60722,-172.59428,10.706,0.649,2,31.8544,2,331.41,2,2035.74,2,2176.64,2,9.46,2,1,2,3.8,2,0.1,2,1.62,2
33BI20211108,SKQ202115s,DBO1-10,DBO1,10,28,16,16,2,102816,2021-11-15T13:07,2021,11,15,13:07:07,63.60749,-172.59439,4.942,0.6485,2,31.8583,2,331.17,2,2028.81,2,2174.2,2,9.56,2,1,2,3.8,2,0.1,2,1.61,2
33BI20211108,SKQ202115s,DBO2-1,DBO2,1,29,1,1,2,12901,2021-11-15T21:25,2021,11,15,21:25:20,64.67006,-169.92066,42.63,0.1658,2,32.1773,2,290.84,2,2105.91,2,2185.24,2,27.87,2,1.77,2,10.53,2,0.17,2,3.07,2
33BI20211108,SKQ202115s,DBO2-1,DBO2,1,29,4,4,2,12904,2021-11-15T21:27,2021,11,15,21:27:54,64.6701,-169.92072,30.315,0.1658,2,32.1749,2,291.73,2,2104.35,2,2186.99,2,30.8,2,1.82,2,12.57,2,0.19,2,3.4,2
33BI20211108,SKQ202115s,DBO2-1,DBO2,1,29,7,7,2,12907,2021-11-15T21:30,2021,11,15,21:30:08,64.67007,-169.92068,20.555,-0.0416,2,32.1163,2,301.18,2,2109.61,2,2181.7,2,29.83,2,1.79,2,12.18,2,0.19,2,3.32,2
33BI20211108,SKQ202115s,DBO2-1,DBO2,1,29,10,10,2,12910,2021-11-15T21:32,2021,11,15,21:32:25,64.66994,-169.9205,10.445,-0.4109,2,32.0268,2,309.1,2,2092.4,2,2177.65,2,27.88,2,1.74,2,10.92,2,0.18,2,3.29,2
33BI20211108,SKQ202115s,DBO2-1,DBO2,1,29,13,13,2,12913,2021-11-15T21:34,2021,11,15,21:34:40,64.67004,-169.92064,2.346,-0.406,2,32.0277,2,309.37,2,2106.61,2,2176.88,2,28.56,2,1.75,2,10.92,2,0.18,2,3.29,2
33BI20211108,SKQ202115s,DBO2-2,DBO2,2,30,1,1,2,23001,2021-11-16T00:46,2021,11,16,0:46:55,64.68026,-169.10056,41.307,-0.7329,2,32.1946,2,339.64,2,2088.44,2,2192.93,2,29.04,2,1.79,2,12.18,2,0.16,2,3.26,2
33BI20211108,SKQ202115s,DBO2-2,DBO2,2,30,4,4,2,23004,2021-11-16T00:49,2021,11,16,0:49:07,64.68028,-169.10058,29.997,-0.9575,2,32.1298,2,341.84,2,2093.88,2,2190.94,2,28.75,2,1.77,2,12.09,2,0.17,2,3.21,2
33BI20211108,SKQ202115s,DBO2-2,DBO2,2,30,7,7,2,23007,2021-11-16T00:50,2021,11,16,0:50:56,64.6803,-169.1006,20.03,-0.9453,2,32.1331,2,341.88,2,2083.96,2,2190.16,2,28.66,2,1.76,2,12.09,2,0.17,2,3.21,2
33BI20211108,SKQ202115s,DBO2-2,DBO2,2,30,10,10,2,23010,2021-11-16T00:52,2021,11,16,0:52:53,64.68028,-169.10058,10.104,-0.9504,2,32.1314,2,341.91,2,2081.54,2,2188.06,2,29.15,2,1.77,2,12.09,2,0.16,2,3.2,2
33BI20211108,SKQ202115s,DBO2-2,DBO2,2,30,13,13,2,23013,2021-11-16T00:54,2021,11,16,0:54:32,64.6802,-169.1005,3.338,-0.938,2,32.1338,2,341.51,2,2091.47,2,2191.77,2,27.78,2,1.75,2,11.31,2,0.16,2,3.07,2
33BI20211108,SKQ202115s,DBO2-5,DBO2,5,32,1,1,2,53201,2021-11-16T07:05,2021,11,16,7:05:10,64.98992,-169.1392,44.315,-0.4232,2,32.1366,2,329.92,2,2100.92,2,2182.71,2,27.78,2,1.74,2,11.6,2,0.18,2,3.26,2
33BI20211108,SKQ202115s,DBO2-5,DBO2,5,32,4,4,2,53204,2021-11-16T07:07,2021,11,16,7:07:10,64.98996,-169.13896,30.267,-0.4587,2,32.1071,2,332.37,2,2096.47,2,2180.67,2,26.71,2,1.72,2,11.21,2,0.18,2,3.14,2
33BI20211108,SKQ202115s,DBO2-5,DBO2,5,32,7,7,2,53207,2021-11-16T07:09,2021,11,16,7:09:14,64.99002,-169.13848,20.256,-0.7958,2,32.0315,2,337.02,2,2072.96,2,2177.74,2,26.42,2,1.71,2,11.11,2,0.18,2,3.12,2
33BI20211108,SKQ202115s,DBO2-5,DBO2,5,32,10,10,2,53210,2021-11-16T07:11,2021,11,16,7:11:02,64.99014,-169.1382,10.19,-1.006,2,31.9926,2,339.08,2,2087.03,2,2172.94,2,25.64,2,1.75,2,11.11,2,0.19,2,3.16,2
33BI20211108,SKQ202115s,DBO2-5,DBO2,5,32,13,13,2,53213,2021-11-16T07:12,2021,11,16,7:12:42,64.99026,-169.13811,2.854,-0.9967,2,31.9927,2,338.69,2,2076.93,2,2172.72,2,23.5,2,1.67,2,9.46,2,0.16,2,2.88,2
33BI20211108,SKQ202115s,DBO2-4,DBO2,4,33,1,1,2,43301,2021-11-16T10:34,2021,11,16,10:34:11,64.95925,-169.88123,44.061,-0.6793,2,31.8135,2,310.47,2,2096.07,2,2171.65,2,23.79,2,1.71,2,8.09,2,0.16,2,3.28,2
33BI20211108,SKQ202115s,DBO2-4,DBO2,4,33,4,4,2,43304,2021-11-16T10:36,2021,11,16,10:36:35,64.95952,-169.88176,30.403,-0.7036,2,31.785,2,313.7,2,2086.02,2,2170.68,2,23.3,2,1.68,2,7.9,2,0.17,2,3.34,2
33BI20211108,SKQ202115s,DBO2-4,DBO2,4,33,7,7,2,43307,2021-11-16T10:39,2021,11,16,10:39:02,64.95982,-169.88233,20.687,-0.7415,2,31.7622,2,316.64,2,2089.69,2,2170.1,2,21.84,2,1.66,2,7.7,2,0.18,2,3.37,2
33BI20211108,SKQ202115s,DBO2-4,DBO2,4,33,10,10,2,43310,2021-11-16T10:41,2021,11,16,10:41:34,64.96015,-169.88294,10.41,-0.7593,2,31.7609,2,315.74,2,2083.21,2,2168.78,2,22.52,2,1.64,2,7.7,2,0.18,2,3.35,2
33BI20211108,SKQ202115s,DBO2-4,DBO2,4,33,13,13,2,43313,2021-11-16T10:43,2021,11,16,10:43:49,64.9604,-169.88341,2.466,-0.7561,2,31.7609,2,316.25,2,2085.18,2,2163.35,2,22.43,2,1.65,2,7.61,2,0.18,2,3.36,2
33BI20211108,SKQ202115s,DBO2-3,DBO2,3,34,1,1,2,33401,2021-11-16T16:36,2021,11,16,16:36:18,64.66988,-168.23572,33.644,0.2899,2,32.0655,2,329.48,2,2061.94,2,2177.23,2,17.94,2,1.26,2,6.14,2,0.12,2,2.12,2
33BI20211108,SKQ202115s,DBO2-3,DBO2,3,34,4,4,2,33404,2021-11-16T16:38,2021,11,16,16:38:29,64.66986,-168.23558,20.204,0.2814,2,32.0637,2,331.1,2,2049.41,2,2179.68,2,16.57,2,1.27,2,6.14,2,0.12,2,2.11,2
33BI20211108,SKQ202115s,DBO2-3,DBO2,3,34,7,7,2,33407,2021-11-16T16:40,2021,11,16,16:40:36,64.66986,-168.23568,10.136,0.2792,2,32.0631,2,331.17,2,2057.25,2,2187.73,2,16.87,2,1.27,2,6.14,2,0.13,2,2.12,2
33BI20211108,SKQ202115s,DBO2-3,DBO2,3,34,10,10,2,33410,2021-11-16T16:42,2021,11,16,16:42:42,64.66988,-168.23576,2.719,0.2788,2,32.0625,2,331.59,2,2056.54,2,2188.06,2,16.57,2,1.27,2,6.14,2,0.13,2,2.14,2
