,Sample_Name,Biological_Replicate,Technical_Replicate,Negative_control,Cruise_ID_short,Cruise_ID_long,Collection_Date_UTC,Collection_Date_local,Collection_Time_UTC,Collection_Time_local,Field_Sample_Name,Cast,Rosette_position,Field_collection_method,Preservation,Area.within.region,Station,Depth_m,Lat,Lon,Sample_volume_ml,Personnel_responsible_for_Collecting_Sample,Field_Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Lat_dec,Lon_dec,local_timezone,local_date_combined,utc_date_combined,btl_bottle,btl_oxy_concM_ch1 (ml/l),btl_oxy_percentsat_ch1 (percent),btl_oxy_conc_ch1 (micromole/kg),btl_salinity_ch1 (PSU),btl_salinity_ch2 (PSU),btl_sigma_t_ch1,btl_sigma_t_ch2,btl_chlor_fluorescence (ugrams/l),btl_temperature_ch1 (degree_C),btl_temperature_ch2 (degree_C),btl_turbidity (NTU),btl_pressure (decibar),btl_latitude (degrees_north),btl_longitude (degrees_east),btl_time (UTC),btl_profile_id,nutr_EXPOCODE,nutr_STNNBR,nutr_SECT_ID,nutr_BTLNBR,nutr_DATE,nutr_TIME,nutr_LATITUDE,nutr_LONGITUDE,nutr_DEPTH.METERS,nutr_CTDPRS.DBAR,nutr_CTDTMP.ITS-90,nutr_CTDSAL.PSS-78,nutr_CTDOXY.UMOL/KG,nutr_PAR,nutr_SILCAT.UMOL/L,nutr_SILCAT_FLAG,nutr_NITRAT.UMOL/L,nutr_NITRAT_FLAG,nutr_NITRIT.UMOL/L,nutr_NITRIT_FLAG,nutr_PHSPHT.UMOL/L,nutr_PHSPHT_FLAG,nutr_NH4.UMOL/L,nutr_NH4_FLAG
34,E1724.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-24,,22:34,,,10,7,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBW4,30.2,54°41.21',166°13.81',1000,Shannon Brown,Stored in fridge for ~2 hours before filtering,,,,,,,,,54.68683333333333,-166.23016666666666,Etc/GMT+11,,2023-04-24T22:34:00,7,8.7377,119.105,380.475,32.3151,32.3154,25.6281,25.6276,3.2748,4.2294,4.2365,0.3193,30.162,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,10,DY2306,10,UBW4,7,20240423,2234,54.69,-166.23,291,30.16,4.2294,32.3151,380.48,1.0,42.6,2,20.7,2,0.26,2,1.699,2,0.74,2
35,E1733.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-25,,13:28,,,19,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBE3,30.2,54°43.32',164°46.47',1000,Shannon Brown,,,,,,,,,,54.722,-164.7745,America/Anchorage,,2023-04-25T13:28:00,3,8.9742,120.728,390.959,31.6553,31.6577,25.1386,25.1405,2.8155,3.8713,3.8711,0.4589,30.241,54.722,-164.7745,2023-04-25T13:28:00Z,19,DY2306,19,UBE3,3,20240424,1328,54.72,-164.77,48,30.24,3.8713,31.6553,390.96,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
36,E1775.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,8:47,,,43,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M10,30.3,57°26.39',166°19.60',1000,Shannon Brown,,,,,,,,,,57.43983333333333,-166.32666666666665,Etc/GMT+11,,2023-04-28T08:47:00,4,8.1238,102.183,353.714,32.1062,32.109,25.7148,25.717,0.7714,1.0688,1.0704,0.575,30.294,57.43983333333333,-166.32666666666665,2023-04-28T08:47:00Z,43,DY2306,43,70m10,4,20240427,847,57.44,-166.33,69,30.29,1.0688,32.1062,353.71,0.0,38.5,2,17.4,2,0.13,2,1.706,2,0.38,2
37,E1721.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-24,,14:44,,,7,8,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBW1,30.4,54°21.61',165°55.90',1000,Shannon Brown,,,,,,,,,,54.360166666666665,-165.93166666666667,America/Anchorage,,2023-04-24T14:44:00,8,8.5335,115.319,371.546,32.393,32.3962,25.7271,25.7296,1.078,3.8519,3.8524,0.1718,30.392,54.360166666666665,-165.93166666666667,2023-04-24T14:44:00Z,7,DY2306,7,UBW1,8,20240423,1444,54.36,-165.93,471,30.39,3.8519,32.393,371.55,0.0,48.4,2,25.0,2,0.27,2,1.987,2,0.22,2
38,E1754.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,8:16,,,30,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M22,30.4,57°55.79',169°19.96',1000,Shannon Brown,,,,,,,,,,57.929833333333335,-169.33266666666665,Etc/GMT+11,,2023-04-27T08:16:00,4,8.2573,102.712,359.5,32.1672,32.2317,25.7891,25.8411,0.7049,0.6214,0.621,0.6034,30.395,57.929833333333335,-169.33266666666665,2023-04-27T08:16:00Z,30,DY2306,30,70m22/M4W,4,20240426,816,57.93,-169.33,67,30.4,0.6214,32.1672,359.5,0.0,40.5,2,19.1,2,0.1,2,1.639,2,0.29,2
39,E1788.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-29,,4:23,,,55,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M2W,30.4,56°45.96',164°20.09',1000,Shannon Brown,,,,,,,,,,56.766,-164.33483333333334,Etc/GMT+11,,2023-04-29T04:23:00,4,8.0817,103.263,351.947,31.9104,31.9142,25.5153,25.5183,0.9015,1.7357,1.7358,0.6208,30.365,56.766,-164.33483333333334,2023-04-29T04:23:00Z,55,DY2306,55,M2W,4,20240428,423,56.77,-164.33,74,30.36,1.7357,31.9104,351.95,0.49,32.4,2,14.0,2,0.16,2,1.428,2,0.23,2
40,E1730.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-25,,8:41,,,16,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBN6,30.5,55°02.85',165°05.82',1000,Shannon Brown,,,,,,,,,,55.0475,-165.097,Etc/GMT+11,,2023-04-25T08:41:00,5,8.7328,118.415,380.345,32.0192,32.0221,25.4063,25.4087,3.0418,4.0952,4.0953,0.3547,30.527,55.0475,-165.097,2023-04-25T08:41:00Z,16,DY2306,16,UBN6,5,20240424,841,55.05,-165.1,113,30.53,4.0952,32.0192,380.34,0.0,31.9,2,16.7,2,0.22,2,1.444,2,0.36,2
41,E1791.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-29,,8:35,,,57,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M2E,30.5,56°56.56',163°50.12',1000,Shannon Brown,,,,,,,,,,56.94266666666667,-163.83533333333332,Etc/GMT+11,,2023-04-29T08:35:00,4,8.3089,107.05,361.875,31.8295,31.8329,25.4262,25.4288,1.523,2.0847,2.0854,0.4314,30.491,56.94266666666667,-163.83533333333332,2023-04-29T08:35:00Z,57,DY2306,57,M2E,4,20240428,835,56.94,-163.84,70,30.49,2.0847,31.8295,361.88,0.0,28.9,2,14.2,2,0.2,2,1.372,2,0.04,2
42,E1763.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,21:42,,,35,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M18,30.6,57°31.41',168°36.68',1000,Shannon Brown,Stored in fridge for 4-10 hours before filtering,,,,,,,,,57.5235,-168.61133333333333,Etc/GMT+11,,2023-04-27T21:42:00,4,8.217,103.431,357.715,32.3062,32.309,25.877,25.8793,0.7834,1.0433,1.0433,0.4898,30.622,57.5235,-168.6113333333333,2023-04-27T21:42:00Z,35,DY2306,35,70m18,4,20240426,2142,57.52,-168.61,72,30.62,1.0433,32.3062,357.72,2.74,41.0,2,15.5,2,0.08,2,1.566,2,0.23,2
43,E1769.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,3:31,,,39,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M14,30.6,57°29.87',167°20.57',1000,Shannon Brown,,,,,,,,,,57.49783333333333,-167.34283333333335,Etc/GMT+11,,2023-04-28T03:31:00,4,8.2747,103.149,360.268,32.1327,32.1353,25.7564,25.7585,0.7575,0.7132,0.7134,0.5969,30.646,57.49783333333333,-167.34283333333337,2023-04-28T03:31:00Z,39,DY2306,39,70m14,4,20240427,331,57.5,-167.34,71,30.65,0.7132,32.1327,360.27,2.0,38.7,2,17.2,2,0.1,2,1.704,2,0.32,2
44,E1782.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,22:22,,,51,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M6,30.7,56°59.58',165°22.49',1000,Shannon Brown,Stored in fridge for 2-6 hours before filtering,,,,,,,,,56.993,-165.37483333333333,Etc/GMT+11,,2023-04-28T22:22:00,4,8.0711,102.51,351.454,32.0018,32.0055,25.6058,25.6087,0.5285,1.4755,1.4758,0.7165,30.672,56.993,-165.37483333333333,2023-04-28T22:22:00Z,51,DY2306,51,70m6,4,20240427,2222,56.99,-165.37,72,30.67,1.4755,32.0018,351.45,9.09,36.2,2,17.1,2,0.17,2,1.59,2,0.33,2
45,E1751.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,5:41,,,28,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M24,30.9,58°02.70',169°40.85',1000,Shannon Brown,,,,,,,,,,58.045,-169.68083333333334,Etc/GMT+11,,2023-04-27T05:41:00,4,8.2137,102.572,357.57,32.2881,32.2912,25.88,25.8824,0.5783,0.7405,0.7409,0.6383,30.865,58.045,-169.68083333333334,2023-04-27T05:41:00Z,28,DY2306,28,70m24,4,20240426,541,58.04,-169.68,70,30.86,0.7405,32.2881,357.57,0.3,43.8,2,22.7,2,0.1,2,1.807,2,0.19,2
46,E1794.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-29,,14:49,,,59,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M2,30.9,56°52.35',164°03.25',1000,Shannon Brown,Stored in fridge for ~14 hours before filtering,,,,,,,,,56.8725,-164.05416666666667,Etc/GMT+11,,2023-04-29T14:49:00,4,8.2204,105.187,357.996,31.8974,31.9004,25.5008,25.5031,1.7881,1.7958,1.7986,0.5954,30.924,56.8725,-164.05416666666667,2023-04-29T14:49:00Z,59,DY2306,59,M2,4,20240428,1449,56.87,-164.05,73,30.92,1.7958,31.8974,358.0,0.0,30.3,2,15.0,2,0.19,2,1.428,2,0.12,2
47,E1766.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,0:34,,,37,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M16,30.9,57°30.05',167°59.30',1000,Shannon Brown,Stored in fridge for 4-10 hours before filtering,,,,,,,,,57.50083333333333,-167.98833333333334,Etc/GMT+11,,2023-04-28T00:34:00,4,8.3018,104.475,361.428,32.2373,32.2402,25.8211,25.8235,0.9282,1.0528,1.0521,0.5799,30.933,57.50083333333333,-167.98833333333334,2023-04-28T00:34:00Z,37,DY2306,37,70m16,4,20240427,34,57.5,-167.99,72,30.93,1.0528,32.2373,361.43,2.48,38.4,2,16.4,2,0.07,2,1.616,2,0.41,2
48,E1757.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,17:25,,,33,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M4,30.9,57°51.25',168°54.18',1000,Shannon Brown,Stored in fridge for 4-10 hours before filtering,,,,,,,,,57.854166666666664,-168.903,Etc/GMT+11,,2023-04-27T17:25:00,4,8.2461,102.676,358.995,32.2302,32.2328,25.8387,25.8408,0.76,0.6434,0.6435,0.5799,30.916,57.854166666666664,-168.903,2023-04-27T17:25:00Z,33,DY2306,33,M4,4,20240426,1725,57.85,-168.9,71,30.92,0.6434,32.2302,359.0,0.26,40.2,2,15.8,2,0.12,2,1.61,2,0.26,2
49,E1760.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,19:40,,,34,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M19,31.0,57°39.24',169°00.63',1000,Shannon Brown,Stored in fridge for 4-10 hours before filtering,,,,,,,,,57.654,-169.0105,Etc/GMT+11,,2023-04-27T19:40:00,4,8.1581,102.692,355.148,32.3156,32.3113,25.8847,25.8811,0.8031,1.0418,1.0442,0.6398,31.017,57.654,-169.0105,2023-04-27T19:40:00Z,34,DY2306,34,70m19/M4S,4,20240426,1940,57.65,-169.01,69,31.02,1.0418,32.3156,355.15,1.94,40.5,2,14.8,2,0.09,2,1.636,2,0.16,2
50,E1745.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-26,,17:08,,,23,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,Ice Station 2,31.0,58°19.43',169°42.17',1000,Shannon Brown,,,,,,,,,,58.32383333333333,-169.70283333333333,Etc/GMT+11,,2023-04-26T17:08:00,2,8.2358,101.725,358.532,32.2639,32.2664,25.8823,25.8843,0.5345,0.3246,0.3248,0.7559,30.984,58.32383333333333,-169.70283333333333,2023-04-26T17:08:00Z,23,DY2306,23,,2,20240425,1708,58.32,-169.7,70,30.98,0.3246,32.2639,358.53,6.23,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
51,E1727.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-25,,6:00,,,14,6,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBN4,31.0,54°56.11',165°28.95',1000,Shannon Brown,,,,,,,,,,54.93516666666667,-165.4825,Etc/GMT+11,,2023-04-25T06:00:00,6,8.2318,111.592,358.476,32.176,32.1789,25.5362,25.5385,1.7111,4.0414,4.0416,0.253,31.001,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,14,DY2306,14,UBN4,6,20240424,600,54.94,-165.48,125,31.0,4.0414,32.176,358.48,0.0,38.3,2,20.8,2,0.22,2,1.721,2,0.43,2
52,E1748.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-26,,19:46,,,22,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,Ice Station 1,31.0,58°16.73',169°43.24',1000,Shannon Brown,,,,,,,,,,58.27883333333333,-169.72066666666666,Etc/GMT+11,,2023-04-26T19:46:00,2,8.2136,101.419,357.563,32.2666,32.2693,25.8852,25.8873,0.4941,0.3119,0.3121,0.8082,30.981,58.27883333333333,-169.72066666666666,2023-04-26T19:46:00Z,22,DY2306,22,,2,20240425,1946,58.28,-169.72,70,30.98,0.3119,32.2666,357.56,3.05,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
53,E1779.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,19:37,,,49,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M8,31.1,57°15.70',165°44.93',1000,Shannon Brown,Stored in fridge for 2-6 hours before filtering,,,,,,,,,57.26166666666666,-165.74883333333332,Etc/GMT+11,,2023-04-28T19:37:00,4,8.181,103.193,356.217,32.0694,32.0729,25.6781,25.6808,0.5968,1.1884,1.1893,0.569,31.06,57.26166666666666,-165.74883333333332,2023-04-28T19:37:00Z,49,DY2306,49,70m8,4,20240427,1937,57.26,-165.75,70,31.06,1.1884,32.0694,356.22,8.51,33.1,2,12.0,2,0.09,2,1.435,2,0.26,2
54,E1773.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,6:15,,,41,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M12,31.1,57°25.86',166°48.78',1000,Shannon Brown,,,,,,,,,,57.431,-166.813,Etc/GMT+11,,2023-04-28T06:15:00,4,8.2317,103.501,358.397,32.1486,32.1514,25.7504,25.7526,0.7102,1.0427,1.0428,0.6039,31.077,57.431,-166.813,2023-04-28T06:15:00Z,41,DY2306,41,70m12,4,20240427,615,57.43,-166.81,70,31.08,1.0427,32.1486,358.4,0.12,38.8,2,17.4,2,0.13,2,1.664,2,0.26,2
55,E1739.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,0:05,,,25,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,Ice Edge Station 2,31.1,58°20.05',169°57.60',1000,Shannon Brown,,,,,,,,,,58.33416666666667,-169.96,Etc/GMT+11,,2023-04-27T00:05:00,2,8.1605,100.384,355.254,32.2462,32.2484,25.8754,25.8772,0.4112,0.1732,0.1727,0.7195,31.073,58.33416666666667,-169.96,2023-04-27T00:05:00Z,25,DY2306,25,,2,20240426,5,58.33,-169.96,72,31.07,0.1732,32.2462,355.25,5.84,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
56,E1785.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-29,,1:37,,,53,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M4,31.2,56°54.46',164°50.17',1000,Shannon Brown,Sampled last on niskins,,,,,,,,,56.907666666666664,-164.83616666666666,Etc/GMT+11,,2023-04-29T01:37:00,4,8.0902,102.618,352.291,31.9888,31.9924,25.5985,25.6013,0.6511,1.4273,1.4275,0.552,31.163,56.907666666666664,-164.83616666666666,2023-04-29T01:37:00Z,53,DY2306,53,70m4,4,20240428,137,56.91,-164.84,72,31.16,1.4273,31.9888,352.29,5.36,35.1,2,16.5,2,0.16,2,1.53,2,0.36,2
57,E1736.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,2:44,,,27,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M26,31.2,58°16.76',170°06.56',1000,Shannon Brown,,,,,,,,,,58.279333333333334,-170.10933333333332,Etc/GMT+11,,2023-04-27T02:44:00,4,8.5553,103.486,372.512,31.9729,31.9748,25.6793,25.6808,0.9108,-0.3928,-0.3918,0.3761,31.23,58.279333333333334,-170.10933333333332,2023-04-27T02:44:00Z,27,DY2306,27,70m26,4,20240426,244,58.28,-170.11,72,31.23,-0.3928,31.9729,372.51,5.82,38.0,2,19.3,2,0.11,2,1.711,2,0.02,2
58,E1742.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-26,,22:56,,,24,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,Ice Edge Station 1,31.5,58°19.67',169°51.10',1000,Shannon Brown,,,,,,,,,,58.32783333333333,-169.85166666666666,Etc/GMT+11,,2023-04-26T22:56:00,4,8.2529,101.811,359.281,32.2481,32.2506,25.8717,25.8738,0.5883,0.2816,0.2815,0.5984,31.451,58.32783333333333,-169.85166666666666,2023-04-26T22:56:00Z,24,DY2306,24,,4,20240425,2256,58.33,-169.85,71,31.45,0.2816,32.2481,359.28,6.39,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
59,E1796.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-30,,14:14,,,65,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M2C,32.0,56°51.86',164°02.96',1000,Shannon Brown,M2 repeat; stored in fridge for 11 hours before filtering,,,,,,,,,56.864333333333335,-164.04933333333332,Etc/GMT+11,,2023-04-30T14:14:00,4,8.4179,108.151,366.602,31.8865,31.8944,25.4808,25.4899,2.2678,1.9587,1.9192,0.5974,32.003,56.864333333333335,-164.04933333333332,2023-04-30T14:14:00Z,65,DY2306,65,M2C,4,20240429,1414,56.86,-164.05,72,32.0,1.9587,31.8865,366.6,0.0,28.8,2,13.9,2,0.2,2,1.322,2,0.26,2
60,E1799.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-02,,2:23,,,68,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,KUM2A,36.2,58°15.67',163°39.66',1000,Shannon Brown,,,,,,,,,,58.26116666666667,-163.661,Etc/GMT+11,,2023-05-02T02:23:00,1,9.59,112.55,418.068,30.4234,30.4266,24.448,24.4506,1.6772,-1.1148,-1.1147,0.561,36.245,58.26116666666667,-163.49433333333334,2023-05-02T02:23:00Z,68,DY2306,68,KUM2A,1,20240501,223,58.26,-163.49,40,36.24,-1.1148,30.4234,418.07,0.55,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
61,E1732.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-25,,13:28,,,19,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBE3,44.1,54°43.32',164°46.47',1000,Shannon Brown,,,,,,,,,,54.722,-164.7745,America/Anchorage,,2023-04-25T13:28:00,1,8.9651,120.624,390.562,31.6641,31.6666,25.1452,25.1472,2.5927,3.8749,3.8748,0.4574,44.066,54.722,-164.7745,2023-04-25T13:28:00Z,19,DY2306,19,UBE3,1,20240424,1328,54.72,-164.77,48,44.07,3.8749,31.6641,390.56,0.0,20.5,2,13.8,2,0.18,2,1.115,2,0.35,2
62,E1817.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,20:01,,,87,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT1,51.1,54°10.09',166°14.05',1000,Shannon Brown,,,,,,,,,,54.168166666666664,-166.23416666666665,America/Anchorage,,2023-05-06T20:01:00,4,7.3458,100.717,319.848,32.4218,32.4251,25.6914,25.6941,1.8457,4.4404,4.4395,0.255,51.109,54.168166666666664,-166.23416666666665,2023-05-06T20:01:00Z,87,DY2306,87,UT1,4,20240505,2001,54.17,-166.23,124,51.11,4.4404,32.4218,319.85,-999.0,29.7,2,14.0,2,0.2,2,1.518,2,1.39,2
63,E1753.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,8:16,,,30,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M22,62.6,57°55.79',169°19.96',1000,Shannon Brown,,,,,,,,,,57.929833333333335,-169.33266666666665,Etc/GMT+11,,2023-04-27T08:16:00,1,8.1621,102.552,355.323,32.2986,32.3011,25.875,25.8771,0.6967,0.9746,0.9741,0.9722,62.624,57.929833333333335,-169.33266666666665,2023-04-27T08:16:00Z,30,DY2306,30,70m22/M4W,1,20240426,816,57.93,-169.33,67,62.62,0.9746,32.2986,355.32,0.0,40.5,2,21.0,2,0.33,2,1.795,2,0.7,2
64,E1777.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,8:47,,,43,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M10,63.4,57°26.39',166°19.60',1000,Shannon Brown,"Accidently have a repeated sample ID, but from two different sites",,,,,,,,,57.43983333333333,-166.32666666666665,Etc/GMT+11,,2023-04-28T08:47:00,1,8.1293,101.862,354.085,31.6307,32.1142,25.334,25.7224,0.6616,1.0481,1.0489,0.708,63.401,57.43983333333333,-166.32666666666665,2023-04-28T08:47:00Z,43,DY2306,43,70m10,1,20240427,847,57.44,-166.33,69,63.4,1.0481,31.6307,354.08,0.0,37.8,2,17.4,2,0.12,2,1.709,2,0.41,2
65,E1759.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,19:40,,,34,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M19,63.9,57°39.24',169°00.63',1000,Shannon Brown,Stored in fridge for 4-10 hours before filtering,,,,,,,,,57.654,-169.0105,Etc/GMT+11,,2023-04-27T19:40:00,1,8.1295,102.712,353.899,32.3336,32.336,25.8907,25.8927,0.7425,1.1812,1.1809,0.6961,63.888,57.654,-169.0105,2023-04-27T19:40:00Z,34,DY2306,34,70m19/M4S,1,20240426,1940,57.65,-169.01,69,63.89,1.1812,32.3336,353.9,0.0,41.0,2,13.8,2,0.08,2,1.444,2,0.15,2
66,E1778.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,19:37,,,49,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M8,64.0,57°15.70',165°44.93',1000,Shannon Brown,Stored in fridge for 2-6 hours before filtering,,,,,,,,,57.26166666666666,-165.74883333333332,Etc/GMT+11,,2023-04-28T19:37:00,1,8.1641,102.958,355.48,32.0698,32.0732,25.6789,25.6816,0.6282,1.1801,1.1803,0.6138,63.98,57.26166666666666,-165.74883333333332,2023-04-28T19:37:00Z,49,DY2306,49,70m8,1,20240427,1937,57.26,-165.75,70,63.98,1.1801,32.0698,355.48,0.05,36.0,2,17.1,2,0.13,2,1.615,2,0.35,2
67,E1772.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,6:15,,,41,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M12,64.1,57°25.86',166°48.78',1000,Shannon Brown,,,,,,,,,,57.431,-166.813,Etc/GMT+11,,2023-04-28T06:15:00,1,8.1983,103.043,356.943,32.1494,32.1521,25.7519,25.7541,0.7916,1.028,1.0285,0.7399,64.101,57.431,-166.813,2023-04-28T06:15:00Z,41,DY2306,41,70m12,1,20240427,615,57.43,-166.81,70,64.1,1.028,32.1494,356.94,0.0,39.2,2,17.7,2,0.13,2,1.676,2,0.4,2
68,E1790.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-29,,8:35,,,57,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M2E,64.2,56°56.56',163°50.12',1000,Shannon Brown,,,,,,,,,,56.94266666666667,-163.83533333333332,Etc/GMT+11,,2023-04-29T08:35:00,1,8.0273,100.808,349.56,31.9347,31.9383,25.578,25.5808,0.7476,1.0526,1.0531,0.6423,64.158,56.94266666666667,-163.83533333333332,2023-04-29T08:35:00Z,57,DY2306,57,M2E,1,20240428,835,56.94,-163.84,70,64.16,1.0526,31.9347,349.56,0.0,32.5,2,15.8,2,0.12,2,1.562,2,0.91,2
69,E1750.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,5:41,,,28,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M24,64.8,58°02.70',169°40.85',1000,Shannon Brown,,,,,,,,,,58.045,-169.68083333333334,Etc/GMT+11,,2023-04-27T05:41:00,1,8.1851,101.9,356.322,32.2959,32.2985,25.8928,25.8949,0.4959,0.6193,0.6187,0.8685,64.805,58.045,-169.68083333333334,2023-04-27T05:41:00Z,28,DY2306,28,70m24,1,20240426,541,58.04,-169.68,70,64.81,0.6193,32.2959,356.32,0.0,42.0,2,22.6,2,0.11,2,1.811,2,0.19,2
70,E1741.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-26,,22:56,,,24,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,Ice Edge Station 1,65.5,58°19.67',169°51.10',1000,Shannon Brown,,,,,,,,,,58.32783333333333,-169.85166666666666,Etc/GMT+11,,2023-04-26T22:56:00,1,8.2095,101.423,357.385,32.2743,32.2771,25.8905,25.8927,0.5178,0.3303,0.3302,1.2757,65.531,58.32783333333333,-169.85166666666666,2023-04-26T22:56:00Z,24,DY2306,24,,1,20240425,2256,58.33,-169.85,71,65.53,0.3303,32.2743,357.38,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
