BOTTLE, ECOFOCI NUTRIENTS,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,STNNBR,SECT_ID,BTLNBR,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDOXY,PAR,SILCAT,SILCAT_FLAG,NITRAT,NITRAT_FLAG,NITRIT,NITRIT_FLAG,PHSPHT,PHSPHT_FLAG,NH4,NH4_FLAG
DY2306,24,,3,20240425,2256,58.33,-169.85,71,41.06,0.326,32.2735,357.56,1.43,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,24,,4,20240425,2256,58.33,-169.85,71,31.45,0.2816,32.2481,359.28,6.39,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,24,,5,20240425,2256,58.33,-169.85,71,20.99,0.0821,32.1701,362.12,20.88,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,24,,6,20240425,2256,58.33,-169.85,71,10.8,0.1165,32.1623,362.58,96.75,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,24,,7,20240425,2256,58.33,-169.85,71,1.93,0.1428,32.1647,362.68,421.47,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,25,,1,20240426,5,58.33,-169.96,72,66.65,0.2851,32.2695,354.36,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,25,,2,20240426,5,58.33,-169.96,72,31.07,0.1732,32.2462,355.25,5.84,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,25,,3,20240426,5,58.33,-169.96,72,10.9,-0.0984,32.0748,364.82,35.92,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,27,70m26,1,20240426,244,58.28,-170.11,72,65.62,0.0278,32.2039,353.58,0.02,43.9,2,22.5,2,0.1,2,1.909,2,0.27,2
DY2306,27,70m26,2,20240426,244,58.28,-170.11,72,51.26,0.0134,32.1976,354.07,0.36,44.0,2,22.5,2,0.1,2,1.904,2,0.25,2
DY2306,27,70m26,3,20240426,244,58.28,-170.11,72,40.48,-0.3683,31.9962,369.49,1.64,39.0,2,19.7,2,0.1,2,1.744,2,0.03,2
DY2306,27,70m26,4,20240426,244,58.28,-170.11,72,31.23,-0.3928,31.9729,372.51,5.82,38.0,2,19.3,2,0.11,2,1.711,2,0.02,2
DY2306,27,70m26,5,20240426,244,58.28,-170.11,72,20.89,-0.3256,31.965,372.9,24.62,37.9,2,19.3,2,0.1,2,1.724,2,0.01,2
DY2306,27,70m26,6,20240426,244,58.28,-170.11,72,10.74,-0.287,31.9636,372.95,141.2,37.2,2,18.9,2,0.1,2,1.706,2,0.02,2
DY2306,27,70m26,7,20240426,244,58.28,-170.11,72,1.65,-0.2619,31.9642,373.31,1073.4,37.0,2,18.9,2,0.1,2,1.703,2,0.01,2
DY2306,28,70m24,1,20240426,541,58.04,-169.68,70,64.81,0.6193,32.2959,356.32,0.0,42.0,2,22.6,2,0.11,2,1.811,2,0.19,2
DY2306,28,70m24,2,20240426,541,58.04,-169.68,70,51.09,0.6404,32.2976,356.36,0.0,42.5,2,22.7,2,0.11,2,1.83,2,0.18,2
DY2306,28,70m24,3,20240426,541,58.04,-169.68,70,41.03,0.6397,32.2975,356.52,0.03,38.1,2,20.0,2,0.1,2,1.598,2,0.27,2
DY2306,28,70m24,4,20240426,541,58.04,-169.68,70,30.86,0.7405,32.2881,357.57,0.3,43.8,2,22.7,2,0.1,2,1.807,2,0.19,2
DY2306,28,70m24,5,20240426,541,58.04,-169.68,70,21.16,0.7625,32.2818,358.28,1.37,41.1,2,20.0,2,0.09,2,1.675,2,0.2,2
DY2306,28,70m24,6,20240426,541,58.04,-169.68,70,10.51,0.7545,32.2742,358.59,7.63,39.6,2,16.5,2,0.07,2,1.521,2,0.18,2
DY2306,28,70m24,7,20240426,541,58.04,-169.68,70,1.64,0.7571,32.2743,358.42,42.04,43.7,2,22.7,2,0.1,2,1.832,2,0.24,2
DY2306,29,70m23,1,20240426,720,57.91,-169.5,69,63.94,1.0912,32.3121,354.73,0.0,42.6,2,22.6,2,0.12,2,1.804,2,0.28,2
DY2306,29,70m23,2,20240426,720,57.91,-169.5,69,52.05,1.0838,32.3111,355.11,0.0,39.9,2,17.6,2,0.1,2,1.66,2,0.22,2
DY2306,29,70m23,3,20240426,720,57.91,-169.5,69,41.27,1.0446,32.3055,355.4,0.0,41.9,2,21.2,2,0.12,2,1.762,2,0.23,2
DY2306,29,70m23,4,20240426,720,57.91,-169.5,69,31.24,0.9236,32.2876,357.31,0.0,42.2,2,22.1,2,0.12,2,1.794,2,0.2,2
DY2306,29,70m23,5,20240426,720,57.91,-169.5,69,21.27,0.8883,32.2706,359.77,0.0,41.6,2,20.1,2,0.11,2,1.719,2,0.17,2
DY2306,29,70m23,6,20240426,720,57.91,-169.5,69,10.64,0.8637,32.2643,360.48,0.1,42.0,2,22.1,2,0.12,2,1.795,2,0.17,2
DY2306,29,70m23,7,20240426,720,57.91,-169.5,69,1.75,0.8608,32.264,360.46,2.23,41.3,2,22.1,2,0.12,2,1.796,2,0.17,2
DY2306,30,70m22/M4W,1,20240426,816,57.93,-169.33,67,62.62,0.9746,32.2986,355.32,0.0,40.5,2,21.0,2,0.33,2,1.795,2,0.7,2
DY2306,30,70m22/M4W,2,20240426,816,57.93,-169.33,67,51.0,0.9478,32.2236,356.01,0.0,38.0,2,16.9,2,0.07,2,1.612,2,0.23,2
DY2306,30,70m22/M4W,3,20240426,816,57.93,-169.33,67,40.28,0.6896,32.177,358.38,0.0,39.2,2,18.5,2,0.09,2,1.686,2,0.25,2
DY2306,30,70m22/M4W,4,20240426,816,57.93,-169.33,67,30.4,0.6214,32.1672,359.5,0.0,40.5,2,19.1,2,0.1,2,1.639,2,0.29,2
DY2306,30,70m22/M4W,5,20240426,816,57.93,-169.33,67,20.78,0.5734,32.1626,360.11,0.0,38.1,2,16.2,2,0.08,2,1.509,2,0.25,2
DY2306,30,70m22/M4W,6,20240426,816,57.93,-169.33,67,10.54,0.4562,32.1309,363.05,0.11,40.0,2,20.0,2,0.11,2,1.613,2,0.28,2
DY2306,30,70m22/M4W,7,20240426,816,57.93,-169.33,67,1.51,0.4607,32.1289,362.68,2.39,39.2,2,20.0,2,0.11,2,1.582,2,0.31,2
DY2306,31,M4N,1,20240426,1101,58.07,-168.74,71,66.03,-0.1103,32.0989,360.83,0.0,36.5,2,12.3,2,0.09,2,1.427,2,0.21,2
DY2306,31,M4N,2,20240426,1101,58.07,-168.74,71,50.86,-0.1107,32.099,360.76,0.0,34.6,2,11.6,2,0.08,2,1.366,2,0.21,2
DY2306,31,M4N,3,20240426,1101,58.07,-168.74,71,40.36,-0.1166,32.0959,361.56,0.0,36.7,2,13.6,2,0.09,2,1.569,2,0.23,2
DY2306,31,M4N,4,20240426,1101,58.07,-168.74,71,30.27,-0.1482,32.0746,365.84,0.0,33.1,2,11.2,2,0.08,2,1.375,2,0.25,2
DY2306,31,M4N,5,20240426,1101,58.07,-168.74,71,20.15,-0.1199,32.0467,377.87,0.0,36.6,2,12.0,2,0.08,2,1.394,2,0.21,2
DY2306,31,M4N,6,20240426,1101,58.07,-168.74,71,10.5,-0.1913,32.0208,377.22,0.11,36.9,2,13.0,2,0.09,2,1.426,2,0.24,2
DY2306,31,M4N,7,20240426,1101,58.07,-168.74,71,1.82,-0.2224,32.0109,377.37,2.28,38.8,2,15.1,2,0.1,2,1.471,2,0.31,2
DY2306,32,M4E,1,20240426,1342,57.77,-168.45,72,66.33,0.2886,32.1687,362.79,0.0,40.3,2,16.1,2,0.09,2,1.46,2,0.26,2
DY2306,32,M4E,2,20240426,1342,57.77,-168.45,72,50.85,0.2882,32.1686,362.77,0.0,38.2,2,14.2,2,0.09,2,1.455,2,0.28,2
DY2306,32,M4E,3,20240426,1342,57.77,-168.45,72,40.6,0.2928,32.1693,362.94,0.0,40.3,2,17.4,2,0.1,2,1.589,2,0.25,2
DY2306,32,M4E,4,20240426,1342,57.77,-168.45,72,30.26,0.293,32.1696,362.92,0.0,39.2,2,16.6,2,0.11,2,1.577,2,0.29,2
DY2306,32,M4E,5,20240426,1342,57.77,-168.45,72,20.66,0.2986,32.1678,363.28,0.0,38.2,2,12.3,2,0.07,2,1.48,2,0.21,2
DY2306,32,M4E,6,20240426,1342,57.77,-168.45,72,10.85,0.2941,32.1636,364.77,0.08,38.7,2,14.4,2,0.08,2,1.548,2,0.21,2
DY2306,32,M4E,7,20240426,1342,57.77,-168.45,72,1.01,0.2935,32.1626,365.04,2.68,39.9,2,15.8,2,0.09,2,1.597,2,0.22,2
DY2306,33,M4,1,20240426,1725,57.85,-168.9,71,67.26,0.6441,32.2303,358.6,0.0,38.6,2,13.7,2,0.1,2,1.544,2,0.2,2
DY2306,33,M4,2,20240426,1725,57.85,-168.9,71,50.52,0.6442,32.2304,358.89,0.0,41.2,2,18.4,2,0.14,2,1.692,2,0.24,2
DY2306,33,M4,3,20240426,1725,57.85,-168.9,71,40.92,0.6439,32.2302,358.61,0.03,39.4,2,14.4,2,0.1,2,1.601,2,0.22,2
DY2306,33,M4,4,20240426,1725,57.85,-168.9,71,30.92,0.6434,32.2302,359.0,0.26,40.2,2,15.8,2,0.12,2,1.61,2,0.26,2
DY2306,33,M4,5,20240426,1725,57.85,-168.9,71,20.32,0.6429,32.2301,358.87,1.82,38.6,2,14.0,2,0.1,2,1.514,2,0.23,2
DY2306,33,M4,6,20240426,1725,57.85,-168.9,71,9.61,0.6422,32.2301,359.06,14.19,41.2,2,19.1,2,0.14,2,1.662,2,0.28,2
DY2306,33,M4,7,20240426,1725,57.85,-168.9,71,1.12,0.6403,28.0898,365.94,78.43,36.1,2,11.7,2,0.08,2,1.365,2,0.24,2
DY2306,34,70m19/M4S,1,20240426,1940,57.65,-169.01,69,63.89,1.1812,32.3336,353.9,0.0,41.0,2,13.8,2,0.08,2,1.444,2,0.15,2
DY2306,34,70m19/M4S,2,20240426,1940,57.65,-169.01,69,51.42,1.1638,32.3313,354.15,0.04,41.4,2,15.7,2,0.1,2,1.534,2,0.16,2
DY2306,34,70m19/M4S,3,20240426,1940,57.65,-169.01,69,40.41,1.1308,32.3274,354.28,0.39,37.6,2,13.5,2,0.09,2,1.476,2,0.18,2
DY2306,34,70m19/M4S,4,20240426,1940,57.65,-169.01,69,31.02,1.0418,32.3156,355.15,1.94,40.5,2,14.8,2,0.09,2,1.636,2,0.16,2
DY2306,34,70m19/M4S,5,20240426,1940,57.65,-169.01,69,20.49,0.9973,32.3091,354.8,10.46,42.8,2,19.4,2,0.12,2,1.764,2,0.18,2
DY2306,34,70m19/M4S,6,20240426,1940,57.65,-169.01,69,10.58,0.9684,32.3044,355.59,59.22,41.8,2,19.6,2,0.12,2,1.776,2,0.19,2
DY2306,34,70m19/M4S,7,20240426,1940,57.65,-169.01,69,2.04,0.97,32.3045,355.68,347.8,38.8,2,16.5,2,0.11,2,1.63,2,0.2,2
DY2306,35,70m18,1,20240426,2142,57.52,-168.61,72,66.5,1.082,32.3119,356.8,0.01,40.4,2,18.9,2,0.11,2,1.703,2,0.26,2
DY2306,35,70m18,2,20240426,2142,57.52,-168.61,72,50.84,1.0735,32.3108,357.24,0.13,39.9,2,16.4,2,0.1,2,1.618,2,0.23,2
DY2306,35,70m18,3,20240426,2142,57.52,-168.61,72,40.64,1.0711,32.3104,357.07,0.59,39.8,2,15.0,2,0.08,2,1.598,2,0.22,2
DY2306,35,70m18,4,20240426,2142,57.52,-168.61,72,30.62,1.0433,32.3062,357.72,2.74,41.0,2,15.5,2,0.08,2,1.566,2,0.23,2
DY2306,35,70m18,5,20240426,2142,57.52,-168.61,72,20.57,1.0198,32.3022,358.37,13.13,39.7,2,17.1,2,0.1,2,1.525,2,0.26,2
DY2306,35,70m18,6,20240426,2142,57.52,-168.61,72,10.22,1.0103,32.2998,359.2,69.68,40.3,2,15.2,2,0.08,2,1.483,2,0.23,2
DY2306,35,70m18,7,20240426,2142,57.52,-168.61,72,2.25,1.0227,32.2992,359.16,303.03,39.6,2,13.9,2,0.08,2,1.471,2,0.22,2
DY2306,36,70m17,1,20240426,2317,57.53,-168.31,72,66.62,0.8925,32.2037,357.25,0.02,41.4,2,17.8,2,0.09,2,1.598,2,0.21,2
DY2306,36,70m17,2,20240426,2317,57.53,-168.31,72,50.4,0.892,32.2048,354.64,0.25,40.5,2,17.1,2,0.08,2,1.455,2,0.19,2
DY2306,36,70m17,3,20240426,2317,57.53,-168.31,72,40.81,0.8916,32.066,354.81,1.01,40.9,2,18.1,2,0.09,2,1.548,2,0.22,2
DY2306,36,70m17,4,20240426,2317,57.53,-168.31,72,30.67,0.891,32.0704,351.89,4.21,37.8,2,13.1,2,0.06,2,1.514,2,0.16,2
DY2306,36,70m17,5,20240426,2317,57.53,-168.31,72,20.8,0.8959,32.0624,356.2,18.22,39.4,2,17.6,2,0.09,2,1.641,2,0.2,2
DY2306,36,70m17,6,20240426,2317,57.53,-168.31,72,10.47,0.9085,32.0606,358.11,95.83,38.0,2,15.6,2,0.08,2,1.55,2,0.16,2
DY2306,36,70m17,7,20240426,2317,57.53,-168.31,72,1.89,0.923,32.0586,358.74,436.72,37.0,2,15.7,2,0.08,2,1.532,2,0.18,2
DY2306,37,70m16,1,20240427,34,57.5,-167.99,72,67.33,1.0345,32.239,359.65,0.0,37.7,2,15.7,2,0.08,2,1.511,2,0.18,2
DY2306,37,70m16,2,20240427,34,57.5,-167.99,72,50.37,1.0541,32.2376,360.81,0.1,36.9,2,13.6,2,0.07,2,1.458,2,0.16,2
DY2306,37,70m16,3,20240427,34,57.5,-167.99,72,41.48,1.0524,32.2376,361.66,0.47,35.2,2,12.0,2,0.05,2,1.418,2,0.6,2
DY2306,37,70m16,4,20240427,34,57.5,-167.99,72,30.93,1.0528,32.2373,361.43,2.48,38.4,2,16.4,2,0.07,2,1.616,2,0.41,2
DY2306,37,70m16,5,20240427,34,57.5,-167.99,72,20.62,1.0551,32.2372,362.21,14.02,38.5,2,15.9,2,0.07,2,1.52,2,0.42,2
DY2306,37,70m16,6,20240427,34,57.5,-167.99,72,10.33,1.0617,32.2372,363.02,79.68,35.9,2,11.0,2,0.05,2,1.429,2,0.34,2
DY2306,37,70m16,7,20240427,34,57.5,-167.99,72,2.06,1.1056,32.2367,363.69,436.03,41.7,2,16.0,2,0.08,2,1.5,2,0.19,2
DY2306,38,70m15,1,20240427,211,57.5,-167.66,72,66.41,1.117,32.2197,356.08,0.0,33.2,2,10.6,2,0.08,2,1.35,2,0.41,2
DY2306,38,70m15,2,20240427,211,57.5,-167.66,72,51.11,1.1163,32.2196,356.41,0.18,32.0,2,10.0,2,0.08,2,1.27,2,0.66,2
DY2306,38,70m15,3,20240427,211,57.5,-167.66,72,40.62,1.1175,32.2197,356.32,0.85,39.5,2,16.7,2,0.13,2,1.578,2,0.58,2
DY2306,38,70m15,4,20240427,211,57.5,-167.66,72,30.8,1.1159,32.2195,356.54,3.49,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,38,70m15,5,20240427,211,57.5,-167.66,72,20.79,1.1225,32.2193,357.14,14.27,32.5,2,10.1,2,0.09,2,1.273,2,0.64,2
DY2306,38,70m15,6,20240427,211,57.5,-167.66,72,10.82,1.173,32.2181,359.09,66.72,40.6,2,17.5,2,0.13,2,1.714,2,0.49,2
DY2306,38,70m15,7,20240427,211,57.5,-167.66,72,1.8,1.1976,32.2176,359.26,353.35,40.4,2,17.5,2,0.13,2,1.686,2,0.51,2
DY2306,39,70m14,1,20240427,331,57.5,-167.34,71,65.65,0.6542,32.1355,358.06,0.0,38.9,2,16.6,2,0.09,2,1.702,2,0.4,2
DY2306,39,70m14,2,20240427,331,57.5,-167.34,71,50.6,0.6565,32.1349,358.35,0.08,38.9,2,17.0,2,0.09,2,1.704,2,0.37,2
DY2306,39,70m14,3,20240427,331,57.5,-167.34,71,40.99,0.6665,32.1345,358.99,0.41,39.2,2,17.3,2,0.09,2,1.734,2,0.31,2
DY2306,39,70m14,4,20240427,331,57.5,-167.34,71,30.65,0.7132,32.1327,360.27,2.0,38.7,2,17.2,2,0.1,2,1.704,2,0.32,2
DY2306,39,70m14,5,20240427,331,57.5,-167.34,71,20.61,0.778,32.1317,361.95,9.8,39.0,2,17.0,2,0.1,2,1.688,2,0.31,2
DY2306,39,70m14,6,20240427,331,57.5,-167.34,71,9.67,0.8678,32.1272,364.69,65.91,37.7,2,16.9,2,0.11,2,1.658,2,0.28,2
DY2306,39,70m14,7,20240427,331,57.5,-167.34,71,1.77,0.9249,32.1259,364.66,348.16,39.1,2,16.8,2,0.11,2,1.672,2,0.21,2
DY2306,40,70m13,1,20240427,502,57.52,-167.04,70,64.48,0.98,32.1587,356.26,0.0,37.2,2,15.0,2,0.1,2,1.633,2,0.28,2
DY2306,40,70m13,2,20240427,502,57.52,-167.04,70,50.47,0.9811,32.1589,356.53,0.01,36.9,2,14.8,2,0.12,2,1.561,2,0.53,2
DY2306,40,70m13,3,20240427,502,57.52,-167.04,70,41.24,0.981,32.1581,356.85,0.19,39.0,2,17.4,2,0.13,2,1.671,2,0.39,2
DY2306,40,70m13,4,20240427,502,57.52,-167.04,70,31.18,0.9817,32.1576,357.12,0.96,37.1,2,15.7,2,0.14,2,1.563,2,0.64,2
DY2306,40,70m13,5,20240427,502,57.52,-167.04,70,20.77,0.9895,32.1554,358.19,4.58,36.0,2,16.2,2,0.18,2,1.457,2,0.84,2
DY2306,40,70m13,6,20240427,502,57.52,-167.04,70,10.83,1.0682,32.1438,363.31,20.88,39.3,2,17.6,2,0.12,2,1.694,2,0.42,2
DY2306,40,70m13,7,20240427,502,57.52,-167.04,70,1.83,1.1188,32.1267,363.93,108.31,39.4,2,17.6,2,0.12,2,1.71,2,0.48,2
DY2306,41,70m12,1,20240427,615,57.43,-166.81,70,64.1,1.028,32.1494,356.94,0.0,39.2,2,17.7,2,0.13,2,1.676,2,0.4,2
DY2306,41,70m12,2,20240427,615,57.43,-166.81,70,50.95,1.0304,32.1496,356.96,0.0,38.2,2,17.4,2,0.13,2,1.673,2,0.43,2
DY2306,41,70m12,3,20240427,615,57.43,-166.81,70,41.26,1.0324,32.1495,357.36,0.03,38.8,2,17.3,2,0.13,2,1.672,2,0.35,2
DY2306,41,70m12,4,20240427,615,57.43,-166.81,70,31.08,1.0427,32.1486,358.4,0.12,38.8,2,17.4,2,0.13,2,1.664,2,0.26,2
DY2306,41,70m12,5,20240427,615,57.43,-166.81,70,20.85,1.0963,32.1442,361.95,0.47,38.2,2,17.1,2,0.13,2,1.652,2,0.22,2
DY2306,41,70m12,6,20240427,615,57.43,-166.81,70,10.54,1.086,32.1258,363.27,2.21,38.2,2,16.9,2,0.12,2,1.656,2,0.22,2
DY2306,41,70m12,7,20240427,615,57.43,-166.81,70,2.11,0.9957,32.1096,363.53,11.05,38.0,2,16.8,2,0.11,2,1.671,2,0.24,2
DY2306,42,70m11,1,20240427,742,57.44,-166.51,69,63.75,0.5607,32.074,358.26,0.0,36.0,2,14.9,2,0.12,2,1.513,2,0.18,2
DY2306,42,70m11,2,20240427,742,57.44,-166.51,69,50.28,0.566,32.0736,358.28,0.0,34.4,2,13.4,2,0.1,2,1.45,2,0.32,2
DY2306,42,70m11,3,20240427,742,57.44,-166.51,69,40.62,0.5495,32.0638,359.88,0.0,35.8,2,15.5,2,0.11,2,1.586,2,0.21,2
DY2306,42,70m11,4,20240427,742,57.44,-166.51,69,29.97,0.5806,32.0414,364.04,0.0,35.5,2,14.6,2,0.09,2,1.564,2,0.26,2
DY2306,42,70m11,5,20240427,742,57.44,-166.51,69,20.28,0.8243,32.0535,367.08,0.0,37.7,2,16.9,2,0.08,2,1.713,2,0.35,2
DY2306,42,70m11,6,20240427,742,57.44,-166.51,69,10.62,0.8366,31.7333,369.35,0.08,37.5,2,16.9,2,0.08,2,1.697,2,0.44,2
DY2306,42,70m11,7,20240427,742,57.44,-166.51,69,1.88,0.9388,31.7905,372.64,1.66,37.0,2,17.0,2,0.08,2,1.707,2,0.44,2
DY2306,43,70m10,1,20240427,847,57.44,-166.33,69,63.4,1.0481,31.6307,354.08,0.0,37.8,2,17.4,2,0.12,2,1.709,2,0.41,2
DY2306,43,70m10,2,20240427,847,57.44,-166.33,69,50.84,1.0566,32.1094,353.3,0.0,39.5,2,17.5,2,0.13,2,1.698,2,0.63,2
DY2306,43,70m10,3,20240427,847,57.44,-166.33,69,40.62,1.0615,32.1081,353.42,0.0,38.9,2,17.6,2,0.12,2,1.693,2,0.36,2
DY2306,43,70m10,4,20240427,847,57.44,-166.33,69,30.29,1.0688,32.1062,353.71,0.0,38.5,2,17.4,2,0.13,2,1.706,2,0.38,2
DY2306,43,70m10,5,20240427,847,57.44,-166.33,69,20.12,1.1468,32.0604,364.6,0.0,36.2,2,16.2,2,0.14,2,1.582,2,0.18,2
DY2306,43,70m10,6,20240427,847,57.44,-166.33,69,9.97,1.2268,32.033,376.91,0.05,34.9,2,14.4,2,0.15,2,1.472,2,0.1,2
DY2306,43,70m10,7,20240427,847,57.44,-166.33,69,1.64,1.2211,32.0326,377.09,2.19,34.7,2,14.2,2,0.15,2,1.454,2,0.09,2
DY2306,44,70m9,1,20240427,1037,57.32,-166.01,69,63.28,1.0895,32.048,353.99,0.0,36.8,2,16.6,2,0.13,2,1.619,2,0.22,2
DY2306,44,70m9,2,20240427,1037,57.32,-166.01,69,50.68,1.0971,32.0474,354.47,0.0,36.7,2,16.6,2,0.13,2,1.636,2,0.27,2
DY2306,44,70m9,3,20240427,1037,57.32,-166.01,69,40.71,1.0986,32.0473,354.51,0.0,36.7,2,16.8,2,0.12,2,1.624,2,0.25,2
DY2306,44,70m9,4,20240427,1037,57.32,-166.01,69,30.48,1.0994,32.0471,354.62,0.0,37.2,2,17.2,2,0.13,2,1.662,2,0.42,2
DY2306,44,70m9,5,20240427,1037,57.32,-166.01,69,19.94,1.1126,32.0451,357.7,0.01,36.7,2,17.3,2,0.13,2,1.665,2,0.31,2
DY2306,44,70m9,6,20240427,1037,57.32,-166.01,69,9.64,1.1418,32.0429,359.71,0.12,35.0,2,13.1,2,0.1,2,1.556,2,0.33,2
DY2306,44,70m9,7,20240427,1037,57.32,-166.01,69,1.86,1.1545,32.0376,359.76,2.18,36.9,2,17.3,2,0.13,2,1.655,2,0.33,2
DY2306,45,,1,20240427,1458,57.7,-165.71,64,58.64,0.0887,32.0094,359.34,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,45,,2,20240427,1458,57.7,-165.71,64,19.39,-0.0675,31.9694,366.34,0.0,34.2,2,16.1,2,0.06,2,1.531,2,0.62,2
DY2306,45,,3,20240427,1458,57.7,-165.71,64,15.49,-0.7692,31.5386,497.88,0.09,1.6,2,0.1,2,0.01,2,0.307,2,0.09,2
DY2306,45,,4,20240427,1458,57.7,-165.71,64,2.23,-0.9045,31.2246,456.01,2.14,2.1,2,0.0,2,0.0,2,0.35,2,0.07,2
DY2306,46,,1,20240427,1601,57.64,-165.7,64,58.95,0.2349,32.0326,358.77,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,46,,2,20240427,1601,57.64,-165.7,64,16.79,-0.1045,31.7666,414.49,2.56,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,46,,3,20240427,1601,57.64,-165.7,64,2.16,-0.3942,31.329,451.86,87.05,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,47,,1,20240427,1649,57.57,-165.71,66,59.83,0.3672,32.0505,357.27,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,47,,2,20240427,1649,57.57,-165.71,66,19.68,0.3602,32.0477,357.68,3.51,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,47,,3,20240427,1649,57.57,-165.71,66,1.88,-0.3226,31.3491,453.85,309.26,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,48,,1,20240427,1801,57.51,-165.71,67,60.91,0.4279,32.0486,357.66,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,48,,2,20240427,1801,57.51,-165.71,67,17.42,-0.0182,31.671,411.44,2.98,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,48,,3,20240427,1801,57.51,-165.71,67,1.93,-0.3789,31.3874,458.02,209.02,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,49,70m8,1,20240427,1937,57.26,-165.75,70,63.98,1.1801,32.0698,355.48,0.05,36.0,2,17.1,2,0.13,2,1.615,2,0.35,2
DY2306,49,70m8,2,20240427,1937,57.26,-165.75,70,50.61,1.184,32.0694,355.72,0.32,35.3,2,16.9,2,0.12,2,1.559,2,0.32,2
DY2306,49,70m8,3,20240427,1937,57.26,-165.75,70,40.57,1.1807,32.0698,355.7,1.83,36.4,2,16.9,2,0.12,2,1.604,2,0.34,2
DY2306,49,70m8,4,20240427,1937,57.26,-165.75,70,31.06,1.1884,32.0694,356.22,8.51,33.1,2,12.0,2,0.09,2,1.435,2,0.26,2
DY2306,49,70m8,5,20240427,1937,57.26,-165.75,70,21.13,1.2095,32.0687,357.15,27.63,36.8,2,16.9,2,0.13,2,1.538,2,0.3,2
DY2306,49,70m8,6,20240427,1937,57.26,-165.75,70,10.6,1.2301,32.0686,357.63,221.85,36.8,2,16.8,2,0.13,2,1.599,2,0.3,2
DY2306,49,70m8,7,20240427,1937,57.26,-165.75,70,1.94,1.2569,32.0686,357.59,1269.4,36.7,2,16.9,2,0.13,2,1.6,2,0.28,2
DY2306,50,70m7,1,20240427,2106,57.11,-165.61,71,65.39,1.3066,32.0553,353.67,0.01,37.0,2,17.1,2,0.14,2,1.536,2,0.37,2
DY2306,50,70m7,2,20240427,2106,57.11,-165.61,71,50.98,1.3163,32.0539,354.09,0.4,37.1,2,17.1,2,0.14,2,1.558,2,0.34,2
DY2306,50,70m7,3,20240427,2106,57.11,-165.61,71,41.22,1.3288,32.0511,354.1,1.64,37.0,2,17.0,2,0.15,2,1.483,2,0.32,2
DY2306,50,70m7,4,20240427,2106,57.11,-165.61,71,30.84,1.3762,32.0445,354.81,8.45,35.4,2,13.8,2,0.13,2,1.482,2,0.24,2
DY2306,50,70m7,5,20240427,2106,57.11,-165.61,71,20.64,1.4234,32.0395,355.76,35.25,37.0,2,16.9,2,0.16,2,1.545,2,0.24,2
DY2306,50,70m7,6,20240427,2106,57.11,-165.61,71,10.74,1.5517,32.0297,358.36,195.83,33.4,2,13.7,2,0.14,2,1.459,2,0.18,2
DY2306,50,70m7,7,20240427,2106,57.11,-165.61,71,2.61,1.5594,32.0303,358.15,998.8,35.7,2,16.6,2,0.17,2,1.527,2,0.22,2
DY2306,51,70m6,1,20240427,2222,56.99,-165.37,72,66.77,1.4617,32.0042,350.67,0.0,36.6,2,17.1,2,0.17,2,1.558,2,0.35,2
DY2306,51,70m6,2,20240427,2222,56.99,-165.37,72,51.39,1.4748,32.0018,351.07,0.25,36.6,2,16.9,2,0.17,2,1.515,2,0.33,2
DY2306,51,70m6,3,20240427,2222,56.99,-165.37,72,41.19,1.4744,32.0019,351.02,1.52,36.7,2,16.2,2,0.17,2,1.564,2,0.34,2
