Sample_Name,Biological_Replicate,Technical_Replicate,Negative_control,Cruise_ID_short,Cruise_ID_long,Collection_Date_UTC,Collection_Date_local,Collection_Time_UTC,Collection_Time_local,Field_Sample_Name,Cast_No.,Rosette_position,Field_collection_method,Preservation,Area.within.region,Station,Depth_m,Lat,Lon,Sample_volume_ml,Personnel_responsible_for_Collecting_Sample,Field_Notes,,,,,,,,
E1808.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,7:28,NA,NA,CTD082,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,AW5,303.2,54°26.95',167°23.07',1000,Shannon Brown,,,,,,,,,
E1809.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,7:28,NA,NA,CTD082,10,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,AW5,10.5,54°26.95',167°23.07',1000,Shannon Brown,,,,,,,,,
E1810.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,13:14,NA,NA,CTD084,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT5,425.4,54°33.33',166°35.80',1000,Shannon Brown,,,,,,,,,
E1811.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,13:14,NA,NA,CTD084,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT5,202.1,54°33.33',166°35.80',1000,Shannon Brown,,,,,,,,,
E1812.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,13:14,NA,NA,CTD084,10,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT5,10.7,54°33.33',166°35.80',1000,Shannon Brown,,,,,,,,,
E1813.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,16:37,NA,NA,CTD085,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT3,985.6,54°17.90',166°22.04',1000,Shannon Brown,,,,,,,,,
E1814.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,16:37,NA,NA,CTD085,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT3,507.1,54°17.90',166°22.04',1000,Shannon Brown,,,,,,,,,
E1815.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,16:37,NA,NA,CTD085,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT3,10.8,54°17.90',166°22.04',1000,Shannon Brown,,,,,,,,,
E1816.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,20:01,NA,NA,CTD087,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT1,119.8,54°10.09',166°14.05',1000,Shannon Brown,,,,,,,,,
E1817.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,20:01,NA,NA,CTD087,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT1,51.1,54°10.09',166°14.05',1000,Shannon Brown,,,,,,,,,
E1818.DY23-06,1,1,FALSE,DY23-06,2023_AprMay_Dyson,5/6/2023,NA,20:01,NA,NA,CTD087,8,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT1,10.8,54°10.09',166°14.05',1000,Shannon Brown,,,,,,,,,
E1819.NC.DY23-06,NA,NA,TRUE,DY23-06,2023_AprMay_Dyson,,NA,,NA,NA,NA,NA,Sterivex 0.22µm filter,95% EtOH,NA,NA,NA,NA,NA,1000,Shannon Brown,,,,,,,,,
